"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"1849491","Auricoccus indicus",2,1499,4.37584587827724e-11,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Auricoccus"
"2502791","Salicibibacter halophilus",2,4424,4.44592665212165e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Salicibibacter"
"2666127","Bacillus sp. N3536",2,2574,7.36961695125284e-09,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"2762563","Sporosarcina sp. resist",2,3142,4.1849369516038e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"70258","Staphylococcus piscifermentans",2,17144,9.29209420312452e-10,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"76853","Solibacillus silvestris",2,5299,3.3723115774483e-07,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus"
"1750719","Kurthia sp. 11kri321",2,7468,1.34670036238339e-07,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia"
"84135","Gemella sanguinis",2,2577,6.86036061920153e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Gemella"
"340146","Exiguobacterium mexicanum",2,4813,1.73161111921177e-07,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Exiguobacterium"
"31909","Halothermothrix orenii",2,7075,3.53265421544573e-05,"Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae","Halothermothrix"
"1640","Listeria seeligeri",2,6186,3.07169214882521e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"1844999","Listeria sp. PSOL-1",2,13187,1.203022188718e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"2756","Brochothrix thermosphacta",2,10067,1.47993895050629e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Brochothrix"
"1316408","Streptococcus sp. HSISM1",2,0,2.40114901306785e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"2610896","Streptococcus sp. LPB0220",2,0,2.85281040385902e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"2763068","Streptococcus sp. NSJ-72",2,0,9.9152256016986e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1314","Streptococcus pyogenes",2,6241,3.15021487495195e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1302","Streptococcus gordonii",2,0,3.25189521065103e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1309","Streptococcus mutans",2,3728,6.47380732810557e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1341","Streptococcus ratti",2,24335,2.39412483854752e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1433513","Streptococcus gwangjuense",2,0,1.79554209372528e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1814128","Streptococcus halotolerans",2,4424,2.2273916986842e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1366","Lactococcus raffinolactis",2,2021,4.32821797058897e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"1940789","Lactococcus petauri",2,2008,2.43175856723865e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"1354","Enterococcus hirae",2,7713,2.90221879970906e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"53346","Enterococcus mundtii",2,12315,3.35619191162027e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"2571750","Vagococcus sp. MN-17",2,6133,1.80739189031757e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus"
"290335","Tetragenococcus koreensis",2,3873,1.61719514098079e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus"
"417368","Enterococcus thailandicus",2,4729,1.97060144450295e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"33970","Melissococcus plutonius",2,7156,1.22377499970695e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus"
"1584","Lactobacillus delbrueckii",2,1621,7.64413018505584e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"2714036","Lactobacillus sp. NFFJ11",2,12639,2.42214827988506e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"267818","Lactobacillus kefiranofaciens",2,5246,2.41003062045832e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"57037","Lactobacillus zeae",2,31149,1.36422454016542e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"2695882","Lactobacillus sp. 3B(2020)",2,17120,9.52037215822942e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"1605","Ligilactobacillus Lactobacillus animalis",2,1318,1.04726737858045e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"1622","Ligilactobacillus Lactobacillus murinus",2,4833,8.61050388446362e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"89059","Ligilactobacillus Lactobacillus acidipiscis",2,19903,9.98277525966869e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"1623","Ligilactobacillus ruminis",2,3435,3.49005543087597e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"60520","Lactiplantibacillus Lactobacillus paraplantarum",2,957,1.33980729217492e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus"
"83526","Companilactobacillus Lactobacillus paralimentarius",2,2389,1.27629302282523e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus"
"2304606","Companilactobacillus Lactobacillus zhachilii",2,7816,5.2602953742538e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus"
"104955","Limosilactobacillus Lactobacillus frumenti",2,13674,9.73243853766449e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus"
"1254","Pediococcus acidilactici",2,0,1.83159534168888e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus"
"1255","Pediococcus pentosaceus",2,4424,2.04994455012202e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus"
"132920","Exiguobacterium antarcticum",2,7649,1.34711498666593e-07,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Exiguobacterium"
"60519","Latilactobacillus Lactobacillus graminis",2,3950,1.29621333765857e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus"
"33962","Lentilactobacillus Lactobacillus kefiri",2,4424,7.73023059327769e-12,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lentilactobacillus"
"1610","Loigolactobacillus Lactobacillus coryniformis",2,13313,2.16908799123673e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus"
"375175","Loigolactobacillus Lactobacillus backii",2,9422,1.78731421254803e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Loigolactobacillus"
"1193095","Paucilactobacillus Lactobacillus hokkaidonensis",2,7963,6.10770820565254e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus"
"1346","Streptococcus iniae",2,13394,3.12526776478082e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1296540","Paucilactobacillus Lactobacillus nenjiangensis",2,8790,3.24518781614846e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus"
"1980674","Paenibacillus sp. Cedars",2,10362,1.27083921089218e-09,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"1890302","Bacillus wiedmannii",2,3093,1.05849635793859e-09,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"176292","Secundilactobacillus Lactobacillus malefermentans",2,5254,9.79590856461751e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Secundilactobacillus"
"231049","Furfurilactobacillus Lactobacillus rossiae",2,8846,8.08871783073045e-11,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Furfurilactobacillus"
"2751","Carnobacterium maltaromaticum",2,4941,9.91053275014341e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium"
"208596","Carnobacterium sp. 17-4",2,5471,1.53257444375096e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium"
"1564681","Carnobacterium sp. CP1",2,2791,6.47345192200369e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium"
"147709","Carnobacterium inhibens",2,0,1.63475516860927e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium"
"708126","Jeotgalibaca dankookensis",2,12563,7.27044870659778e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca"
"1252","Leuconostoc carnosum",2,12914,9.01322623334153e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"165096","Weissella koreensis",2,5925,2.20797122307818e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"1583","Weissella confusa",2,6428,7.90404429772312e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"29384","Staphylococcus kloosii",2,7192,1.45155018780213e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"155866","Weissella soli",2,2054,2.27522872630432e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"33964","Leuconostoc citreum",2,11037,2.1792645519793e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"759620","Weissella ceti",2,5390,4.24024442256394e-07,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"1162633","Weissella diestrammenae",2,4424,3.52313070527532e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"2044912","Staphylococcus sp. SDB 2975",2,3480,2.36564952920242e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"2203724","Oenococcus sicerae",2,4830,7.74102176224622e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Oenococcus"
"1377","Aerococcus viridans",2,4496,1.09111471342575e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"632773","Bacillus beveridgei",2,13772,4.5464298264196e-07,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"29385","Staphylococcus saprophyticus",2,2497,8.08398039722129e-15,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"51665","Aerococcus urinaeequi",2,4851,6.84248416591912e-14,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"1376","Aerococcus urinae",2,11634,9.9303382978236e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"128944","Aerococcus urinaehominis",2,5627,2.03868301152698e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"2036206","Suicoccus acidiformans",2,0,9.46097884386679e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Suicoccus"
"2583452","Amedibacterium intestinale",2,9421,2.48038082976163e-06,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Amedibacterium"
"154288","Turicibacter sanguinis",2,379,1.21862624920968e-07,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter"
"1912856","Peptoniphilus sp. ING2-D1G",2,8371,1.06640887865253e-06,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus"
"33033","Parvimonas micra",2,3987,1.36120690981098e-08,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Parvimonas"
"33034","Anaerococcus prevotii",2,10619,2.58457631129369e-07,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus"
"1582259","Gudongella oleilytica",2,12248,1.42935051976675e-08,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Tissierellaceae","Gudongella"
"1556","Gottschalkia acidurici",2,4424,2.54739919056765e-08,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Gottschalkiaceae","Gottschalkia"
"28025","Bifidobacterium animalis",2,4335,2.57580044515728e-07,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"1603886","Bifidobacterium lemurum",2,3183,5.21021278204807e-08,"Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"267363","Levilactobacillus Lactobacillus zymae",2,13257,4.98514241480461e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus"
"73044","Streptomyces seoulensis",2,11816,4.40943574086827e-05,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2282738","Streptomyces paludis",2,3324,3.98344464358997e-09,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1239415","Dokdonia sp. PRO95",2,5350,4.73254802494314e-11,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Dokdonia"
"1783515","Streptomyces qaidamensis",2,11171,1.323089766568e-08,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"67345","Streptomyces prasinus",2,4424,1.66352984312308e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1413221","Streptomyces ferrugineus",2,11100,8.65019934747432e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2203205","Streptomyces sp. WAC 01529",2,13266,6.52185999149387e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"285450","Streptomyces roseochromogenus",2,11733,8.15295674343067e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"862751","Streptomyces sp. SirexAA-E",2,3985,6.27922053320408e-11,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2662397","Streptomyces fagopyri",2,2503,1.08825280465057e-11,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"465541","Streptomyces sp. Mg1",2,10515,1.95901901533499e-13,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"68173","Kitasatospora albolonga",2,7797,4.95904933706137e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Kitasatospora"
"1629","Weissella viridescens",2,9932,1.020514402619e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella"
"116188","Streptomyces coeruleorubidus",2,4048,2.24726860944037e-08,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2782167","Microbacterium sp. A18JL200",2,1514,1.89508301225472e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"743009","Microbacterium oryzae",2,10919,6.98593335008052e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"2714933","Leucobacter sp. HDW9A",2,11916,1.00596378195306e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter"
"2724914","Leifsonia sp. PS1209",2,4424,9.6424460272738e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia"
"453304","Agromyces aureus",2,4424,1.08856820937681e-14,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"42684","Streptomyces collinus",2,6,3.71929135636379e-17,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"589382","Agromyces flavus",2,4,4.38431882558577e-17,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"2508880","Salinibacterium sp. UTAS2018",2,8830,5.74119276167754e-11,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium"
"535712","Rhodoluna Candidatus Rhodoluna planktonica",2,4424,7.25960271446116e-13,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna"
"2499157","Candidatus Aquiluna sp. 15G-AUS-rot",2,12063,8.25198504311834e-07,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna"
"2116510","Mycetocola sp. JXN-3",2,8315,1.0215977555599e-07,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Mycetocola"
"2079792","Mycetocola sp. 449",2,14984,3.69077849858234e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Mycetocola"
"1945657","Capnocytophaga sp. H2931",2,10823,1.53671619473403e-10,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"2079575","Aurantimicrobium sp. MWH-Uga1",2,12745,6.10082815813034e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium"
"67304","Streptomyces griseorubiginosus",2,37735,7.63931585186347e-09,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2578107","Arthrobacter sp. KBS0702",2,3549,1.65056489761362e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"684552","Agrococcus carbonis",2,3702,9.29338571344293e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus"
"290399","Arthrobacter sp. FB24",2,13266,6.71530456804645e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"1262452","Streptomyces sp. 769",2,815,3.41174503711703e-09,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2600159","Arthrobacter sp. UKPF54-2",2,2144,2.30868561562786e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"1670","Arthrobacter citreus",2,10359,1.24376627850455e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"38300","Streptomyces pristinaespiralis",2,7898,5.38856335980115e-08,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"446860","Kocuria flava",2,2200,3.5355728160364e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria"
"396015","Rothia terrae",2,0,1.05354761353363e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"2021971","Streptococcus respiraculi",2,4424,1.57515823529974e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"172042","Rothia aeria",2,8846,1.15393296787514e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"2782166","Microbacterium sp. A18JL241",2,5488,7.34242984447396e-12,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"1882757","Streptomyces sp. 3214.6",2,8846,2.73874787488021e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1933880","Glutamicibacter halophytocola",2,4424,2.21062067789963e-11,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter"
"1159327","Pontimonas salivibrio",2,11669,1.63572110060677e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Pontimonas"
"69362","Microbacterium schleiferi",2,4424,6.89024862139642e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"1690220","Phycicoccus endophyticus",2,10027,2.42344601779959e-06,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Phycicoccus"
"2735133","Herbiconiux sp. SALV-R1",2,20287,1.0559960475949e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux"
"2686304","Streptomyces broussonetiae",2,9386,4.72389456705469e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2571029","Brachybacterium sp. SGAir0954",2,5684,5.57969817133649e-11,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium"
"1903186","Brachybacterium sp. P6-10-X1",2,4127,8.94824830228235e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium"
"2419771","Gryllotalpicola protaetiae",2,4424,1.97396117217113e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Gryllotalpicola"
"2697563","Brevibacterium sp. WO024",2,14058,4.90213480129919e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"2697565","Brevibacterium sp. o2",2,8846,2.46446194055349e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"68202","Streptomyces fulvissimus",2,33238,2.69492537473459e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"629680","Brevibacterium sandarakinum",2,29224,2.29191879183002e-11,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"2654191","Cellulomonas sp. JZ18",2,4424,2.39491054586179e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"2704467","Cellulomonas sp. H30R-01",2,8129,4.29479776283701e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"2541726","Microbacterium wangchenii",2,13266,3.81705511598918e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"1619308","Cnuibacter physcomitrellae",2,13467,9.10502292948443e-05,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Cnuibacter"
"2758442","Actinotalea sp. JY-7876",2,3955,2.09232323480426e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Actinotalea"
"545619","Paraoerskovia marina",2,6746,7.85331421391983e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Paraoerskovia"
"1710","Cellulosimicrobium cellulans",2,6935,2.66890918417696e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium"
"2609253","Rathayibacter sp. VKM Ac-2760",2,1920,1.22484016099573e-13,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter"
"139208","Isoptericola variabilis",2,4077,1.12602144886115e-12,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Isoptericola"
"53358","Intrasporangium calvum",2,7857,1.22353704828082e-11,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangium"
"2675754","Haloactinobacterium sp. HY164",2,29515,6.4098608895343e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Ruaniaceae","Haloactinobacterium"
"1863","Dermatophilus congolensis",2,13669,5.69453710989687e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermatophilaceae","Dermatophilus"
"2614638","Microbacterium sp. ST-M6",2,4424,2.73015626487701e-12,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"2714931","Sanguibacter sp. HDW7",2,8846,2.10545740173261e-11,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter"
"1133546","Luteimicrobium xylanilyticum",2,12641,2.00279661040979e-09,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermatophilaceae","Luteimicrobium"
"1978566","Cryobacterium sp. LW097",2,4921,6.07786155507546e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Cryobacterium"
"68278","Streptomyces tuirus",2,2313,2.26273905060233e-11,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"319707","Mycolicibacterium aubagnense",2,4424,4.18093788006805e-13,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"1888","Streptomyces albus",2,4424,1.64500371744992e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1534348","Mycolicibacterium sarraceniae",2,6393,1.58818941282103e-14,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"1771","Mycolicibacterium phlei",2,3623,5.5855907256211e-12,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"53462","Mycolicibacterium mageritense",2,7543,6.03569087148168e-11,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"1961713","Streptomyces sp. MOE7",2,8846,1.07545682361927e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"216929","Mycolicibacterium psychrotolerans",2,4424,1.00002068801453e-11,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium"
"560555","Mycobacterium mantenii",2,8846,8.00174154691992e-12,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"470076","Mycobacterium stomatepiae",2,3890,2.88135006118097e-08,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
